"","loc_tag","inout","ab","long","lat","date","PM1.0_CF1_ug/m3","PM2.5_CF1_ug/m3","PM10.0_CF1_ug/m3","RSSI_dbm","Temperature_F","Humidity_%","PM2.5_ATM_ug/m3","ADC","Pressure_hpa","IAQ"
"1","1907 ZE Home","inside","A",-122.609954,45.497901,2020-10-16,103.152592592593,164.878148148148,173.971111111111,-58.0555555555556,80.6296296296296,14.6481481481481,110.487037037037,NA,NA,NA
"2","1907 ZE Home","inside","B",-122.609954,45.497901,2020-10-16,NA,NA,NA,NA,NA,NA,NA,0,871.393518518518,NA
"3","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-01,53.1583,86.8277,100.8689,-59.29,81.61,17.55,58.9441,NA,NA,NA
"4","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-02,6.41285714285714,11.7557142857143,15.5485714285714,-55,80.8571428571429,17.1428571428571,11.7557142857143,NA,NA,NA
"5","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-09,1.4794,3.2336,6.7166,-62.96,85.12,33.14,3.2182,NA,NA,NA
"6","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-10,3.16566666666667,6.23569444444444,9.84183333333333,-75.8402777777778,83.8847222222222,30.4625,6.20831944444444,NA,NA,NA
"7","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-11,0.847013888888889,2.35431944444444,4.76430555555556,-75.8027777777778,80.0430555555556,31.0527777777778,2.35431944444444,NA,NA,NA
"8","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-12,0.401513888888889,1.30558333333333,2.76779166666667,-72.0388888888889,78.925,32.3833333333333,1.30247222222222,NA,NA,NA
"9","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-13,1.78345833333333,3.79072222222222,6.74447222222222,-73.9513888888889,79.9402777777778,31.2027777777778,3.78754166666667,NA,NA,NA
"10","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-14,2.40073611111111,4.94858333333333,8.298875,-73.1513888888889,79.1152777777778,30.225,4.94736111111111,NA,NA,NA
"11","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-15,3.24788888888889,5.63870833333333,8.176,-72.1847222222222,77.4166666666667,29.9680555555556,5.63840277777778,NA,NA,NA
"12","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-16,6.27225,10.9202777777778,17.3755416666667,-75.3791666666667,78.5041666666667,28.6625,10.8670277777778,NA,NA,NA
"13","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-17,4.14018055555556,8.33063888888889,15.575125,-75.2,79.5666666666667,31.3486111111111,8.29493055555556,NA,NA,NA
"14","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-18,5.80033333333333,12.140875,23.6784305555556,-76.5888888888889,79.4763888888889,31.0083333333333,12.1014027777778,NA,NA,NA
"15","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-19,1.08659722222222,2.44043055555556,4.33690277777778,-75.8319444444444,78.8652777777778,32.3194444444444,2.44045833333333,NA,NA,NA
"16","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-20,2.1745,4.48866666666667,7.84520833333333,-76.3236111111111,78.0152777777778,30.6458333333333,4.47516666666667,NA,NA,NA
"17","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-21,2.05875,5.64119444444444,13.4719583333333,-76.3486111111111,77.925,29.8833333333333,5.62226388888889,NA,NA,NA
"18","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-22,4.20830319888734,7.35877607788595,11.1041724617524,-74.2781641168289,74.778859527121,26.1752433936022,7.35361613351878,NA,NA,NA
"19","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-23,3.19163888888889,5.26505555555556,7.07194444444444,-74.2041666666667,75.0694444444444,25.8444444444444,5.265,NA,NA,NA
"20","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-24,2.36981919332406,4.30906815020862,6.76061196105702,-74.0625869262865,78.4394993045897,26.5132127955494,4.30906815020862,NA,NA,NA
"21","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-25,2.81691666666667,4.35051388888889,4.91451388888889,-73.5069444444444,72.6861111111111,23.0347222222222,4.350625,NA,NA,NA
"22","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-26,4.15547222222222,6.75363888888889,8.96204166666667,-73.3208333333333,70.275,20.9777777777778,6.75181944444444,NA,NA,NA
"23","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-27,12.8093055555556,20.1198472222222,26.8922361111111,-74.7638888888889,72.0638888888889,21.8097222222222,19.6342777777778,NA,NA,NA
"24","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-28,9.58677777777778,16.1859166666667,24.6734166666667,-74.4486111111111,75.7041666666667,25.0319444444444,16.1819583333333,NA,NA,NA
"25","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-29,13.8118472222222,20.8532222222222,26.7056111111111,-74.2930555555556,75.8069444444444,27.9861111111111,20.3350972222222,NA,NA,NA
"26","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-30,7.18355555555556,10.8750694444444,13.1685694444444,-75.6444444444444,75.9819444444445,28.8083333333333,10.8750694444444,NA,NA,NA
"27","20TH & POWELL","inside","A",-122.645673,45.498826,2020-10-31,5.02001388888889,8.27680555555555,11.2620833333333,-75.2666666666667,74.2083333333333,27.6152777777778,8.27570833333333,NA,NA,NA
"28","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-01,4.77859527121001,7.35504867872045,8.7313769123783,-77.9749652294854,72.6968011126565,28,7.35504867872045,NA,NA,NA
"29","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-02,12.686125,19.1582916666667,24.3024583333333,-76.4638888888889,72.5138888888889,27.3222222222222,18.9378611111111,NA,NA,NA
"30","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-03,16.6075138888889,25.7249305555556,34.6047777777778,-72.8402777777778,73.4319444444444,29.5166666666667,24.6633333333333,NA,NA,NA
"31","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-04,1.47995833333333,3.16701388888889,5.55772222222222,-73.6638888888889,74.725,34.4930555555556,3.16702777777778,NA,NA,NA
"32","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-05,1.67695833333333,3.85370833333333,7.64419444444444,-73.3916666666667,78.4375,36.375,3.85029166666667,NA,NA,NA
"33","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-06,1.87393055555556,4.07172222222222,7.33994444444444,-74.5236111111111,77.875,33.8819444444444,3.96554166666667,NA,NA,NA
"34","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-07,4.92258692628651,9.39182197496523,16.788776077886,-74.2573018080668,74.2823365785814,31.1529902642559,9.29968011126565,NA,NA,NA
"35","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-08,1.59872222222222,2.93941666666667,4.12406944444444,-72.1527777777778,70.375,30.1527777777778,2.93945833333333,NA,NA,NA
"36","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-09,15.1284444444444,23.2064583333333,30.1836527777778,-74.9777777777778,69.8097222222222,28.5388888888889,22.1862361111111,NA,NA,NA
"37","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-10,5.80936111111111,10.3174444444444,16.5988055555556,-76.3486111111111,71.1569444444444,27.9319444444444,10.2983888888889,NA,NA,NA
"38","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-11,4.44447222222222,8.38466666666667,14.7084722222222,-75.4375,75.2555555555556,28.8305555555556,8.09047222222222,NA,NA,NA
"39","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-12,12.6966805555556,19.4815277777778,25.8099305555556,-74.4416666666667,73.2736111111111,27.0222222222222,19.0003472222222,NA,NA,NA
"40","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-13,20.171625,28.7957638888889,41.5893888888889,-70.2902777777778,76.7958333333333,27.2319444444444,21.6847638888889,NA,NA,NA
"41","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-14,1.16295833333333,3.21209722222222,7.27455555555556,-71.9805555555556,73.8083333333333,28.7388888888889,3.12106944444444,NA,NA,NA
"42","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-15,0.40201668984701,1.2978859527121,3.41687065368567,-71.2183588317107,72.2267037552156,30.3852573018081,1.29681502086231,NA,NA,NA
"43","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-16,2.56459722222222,4.70383333333333,6.735125,-69.0444444444445,74.5777777777778,31.0486111111111,4.70380555555556,NA,NA,NA
"44","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-17,2.89510431154381,5.73407510431154,9.86486787204451,-73.6453407510431,75.7204450625869,31.8122392211405,5.73404728789986,NA,NA,NA
"45","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-18,2.86754166666667,6.13894444444444,11.8779305555556,-69.6986111111111,75.3333333333333,31.85,6.13877777777778,NA,NA,NA
"46","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-19,5.71516666666667,11.56675,23.6575277777778,-77.4388888888889,77.9291666666667,29.3611111111111,11.016625,NA,NA,NA
"47","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-20,4.13691666666667,6.55798611111111,8.55797222222222,-69.0458333333333,73.6680555555556,29.7194444444444,6.53131944444444,NA,NA,NA
"48","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-21,4.85769444444444,8.02116666666667,10.8532222222222,-67.7833333333333,74.1625,28.6125,8.01393055555556,NA,NA,NA
"49","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-22,7.00565277777778,11.1517916666667,14.147,-69.3375,71.0222222222222,28.4027777777778,11.1517916666667,NA,NA,NA
"50","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-23,4.609,7.91469444444444,11.5068055555556,-70.6236111111111,70.6111111111111,29.0638888888889,7.91483333333333,NA,NA,NA
"51","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-24,4.29379166666667,7.72569444444444,12.2835277777778,-75.5902777777778,71.3875,30.6958333333333,7.70891666666667,NA,NA,NA
"52","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-25,2.73408333333333,4.91961111111111,8.06508333333333,-77.4819444444445,74.2722222222222,30.4055555555556,4.919625,NA,NA,NA
"53","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-26,0.640319444444444,1.59743055555556,2.72708333333333,-74.6583333333333,72.9652777777778,31,1.59743055555556,NA,NA,NA
"54","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-27,8.83483333333333,13.3137638888889,16.6455277777778,-74.2833333333333,70.6347222222222,30.1,13.3137222222222,NA,NA,NA
"55","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-28,2.99473611111111,5.72334722222222,9.37122222222222,-76.4930555555556,72.0361111111111,28.5111111111111,5.57102777777778,NA,NA,NA
"56","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-29,3.38848611111111,6.76847222222222,12.176875,-73.6680555555556,72.75,28.2736111111111,6.70115277777778,NA,NA,NA
"57","20TH & POWELL","inside","A",-122.645673,45.498826,2020-11-30,2.50163888888889,5.00466666666667,8.75297222222222,-77.9625,71.8375,28.3930555555556,5.00468055555556,NA,NA,NA
"58","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-01,NA,NA,NA,NA,NA,NA,NA,0.03,872.3124,NA
"59","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-02,NA,NA,NA,NA,NA,NA,NA,NA,870.43,NA
"60","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-09,NA,NA,NA,NA,NA,NA,NA,NA,1007.8532,NA
"61","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-10,NA,NA,NA,NA,NA,NA,NA,0.03,1006.55258333333,NA
"62","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-11,NA,NA,NA,NA,NA,NA,NA,0.03,1015.96061111111,NA
"63","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-12,NA,NA,NA,NA,NA,NA,NA,0.03,1017.804125,NA
"64","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-13,NA,NA,NA,NA,NA,NA,NA,0.03,1016.65205555556,NA
"65","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-14,NA,NA,NA,NA,NA,NA,NA,0.03,1026.94480555556,NA
"66","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-15,NA,NA,NA,NA,NA,NA,NA,0.03,1033.58413888889,NA
"67","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-16,NA,NA,NA,NA,NA,NA,NA,0.03,1027.9225,NA
"68","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-17,NA,NA,NA,NA,NA,NA,NA,0.03,1021.55829166667,NA
"69","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-18,NA,NA,NA,NA,NA,NA,NA,0.03,1020.06388888889,NA
"70","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-19,NA,NA,NA,NA,NA,NA,NA,0.03,1021.04969401947,NA
"71","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-20,NA,NA,NA,NA,NA,NA,NA,0.03,1022.47879166667,NA
"72","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-21,NA,NA,NA,NA,NA,NA,NA,0.03,1020.35359722222,NA
"73","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-22,NA,NA,NA,NA,NA,NA,NA,0.03,1026.09344444444,NA
"74","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-23,NA,NA,NA,NA,NA,NA,NA,0.03,1021.62061111111,NA
"75","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-24,NA,NA,NA,NA,NA,NA,NA,0.03,1016.21197222222,NA
"76","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-25,NA,NA,NA,NA,NA,NA,NA,0.0300138888888889,1028.83011111111,NA
"77","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-26,NA,NA,NA,NA,NA,NA,NA,0.0312916666666667,1031.86225,NA
"78","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-27,NA,NA,NA,NA,NA,NA,NA,0.03,1029.53216666667,NA
"79","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-28,NA,NA,NA,NA,NA,NA,NA,0.03,1024.54620833333,NA
"80","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-29,NA,NA,NA,NA,NA,NA,NA,0.03,1021.23306944444,NA
"81","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-30,NA,NA,NA,NA,NA,NA,NA,0.03,1017.88702777778,NA
"82","20TH & POWELL","inside","B",-122.645673,45.498826,2020-10-31,NA,NA,NA,NA,NA,NA,NA,0.03,1025.64959722222,NA
"83","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-01,NA,NA,NA,NA,NA,NA,NA,0.03,1022.4964394993,NA
"84","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-02,NA,NA,NA,NA,NA,NA,NA,0.03,1020.27880721221,NA
"85","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-03,NA,NA,NA,NA,NA,NA,NA,0.03,1015.47598611111,NA
"86","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-04,NA,NA,NA,NA,NA,NA,NA,0.03,1017.40890277778,NA
"87","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-05,NA,NA,NA,NA,NA,NA,NA,0.03,1020.55620833333,NA
"88","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-06,NA,NA,NA,NA,NA,NA,NA,0.03,1008.66309722222,NA
"89","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-07,NA,NA,NA,NA,NA,NA,NA,0.0305702364394993,1008.59449235049,NA
"90","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-08,NA,NA,NA,NA,NA,NA,NA,0.0349305555555556,1010.30515277778,NA
"91","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-09,NA,NA,NA,NA,NA,NA,NA,0.0346388888888889,1023.20583333333,NA
"92","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-10,NA,NA,NA,NA,NA,NA,NA,0.0337916666666667,1019.45619444444,NA
"93","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-11,NA,NA,NA,NA,NA,NA,NA,0.03,1019.29081944444,NA
"94","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-12,NA,NA,NA,NA,NA,NA,NA,0.0302916666666667,1019.08948611111,NA
"95","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-13,NA,NA,NA,NA,NA,NA,NA,0.03,1002.61402777778,NA
"96","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-14,NA,NA,NA,NA,NA,NA,NA,0.03,1016.44936111111,NA
"97","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-15,NA,NA,NA,NA,NA,NA,NA,0.0315994436717663,1013.62485396384,NA
"98","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-16,NA,NA,NA,NA,NA,NA,NA,0.0300555555555556,1016.50690277778,NA
"99","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-17,NA,NA,NA,NA,NA,NA,NA,0.0300138888888889,999.504083333333,NA
"100","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-18,NA,NA,NA,NA,NA,NA,NA,0.03,1004.47795833333,NA
"101","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-19,NA,NA,NA,NA,NA,NA,NA,0.03,1019.13215277778,NA
"102","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-20,NA,NA,NA,NA,NA,NA,NA,0.03,1030.95025034771,NA
"103","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-21,NA,NA,NA,NA,NA,NA,NA,0.03,1030.48573611111,NA
"104","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-22,NA,NA,NA,NA,NA,NA,NA,0.0335,1019.91327777778,NA
"105","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-23,NA,NA,NA,NA,NA,NA,NA,0.0303333333333333,1015.649875,NA
"106","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-24,NA,NA,NA,NA,NA,NA,NA,0.031875,1020.13888888889,NA
"107","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-25,NA,NA,NA,NA,NA,NA,NA,0.0300138888888889,1017.59968055556,NA
"108","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-26,NA,NA,NA,NA,NA,NA,NA,0.0302083333333333,1028.36788888889,NA
"109","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-27,NA,NA,NA,NA,NA,NA,NA,0.0331293463143255,1027.61246175243,NA
"110","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-28,NA,NA,NA,NA,NA,NA,NA,0.0349098474341193,1025.7086962552,NA
"111","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-29,NA,NA,NA,NA,NA,NA,NA,0.0336527777777778,1024.60676388889,NA
"112","20TH & POWELL","inside","B",-122.645673,45.498826,2020-11-30,NA,NA,NA,NA,NA,NA,NA,0.0347287899860918,1020.66655076495,NA
"113","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-06,95.8240350877193,147.776666666667,157.678771929825,-53.6666666666667,77.5438596491228,20.0526315789474,101.620701754386,NA,NA,NA
"114","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-07,42.2593333333333,62.6387777777778,66.7814444444444,-59.5,86.8666666666667,13.3333333333333,45.3288888888889,NA,NA,NA
"115","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-13,4.51984871406959,7.06,8.27350983358548,-54.2965204236006,74.0272314674735,41.3888048411498,6.20177004538578,NA,NA,NA
"116","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-14,1.26020833333333,2.353125,2.96520833333333,-52.4805555555556,75.8152777777778,39.5,2.353125,NA,NA,NA
"117","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-15,3.97660639777469,5.81196105702364,6.60210013908206,-60.9652294853964,80.7413073713491,27.557719054242,5.72490959666203,NA,NA,NA
"118","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-16,6.46159722222222,8.845375,9.49815277777778,-67.1222222222222,82.2597222222222,26.3,8.845375,NA,NA,NA
"119","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-17,6.73104311543811,9.67301808066759,10.71859527121,-68.9095966620306,83.0222531293463,29.1237830319889,8.5726842837274,NA,NA,NA
"120","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-18,4.19558333333333,6.01152777777778,6.64251388888889,-66.275,82.9888888888889,27.7611111111111,6.01152777777778,NA,NA,NA
"121","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-19,1.60037552155772,2.35543810848401,2.66738525730181,-65.2934631432545,83.5493741307371,31.8484005563282,2.24851182197497,NA,NA,NA
"122","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-20,1.70076388888889,2.69736111111111,3.18741666666667,-62.9097222222222,83.6527777777778,26.6611111111111,2.69736111111111,NA,NA,NA
"123","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-21,5.389875,7.70315277777778,8.68061111111111,-62.2819444444444,81.3555555555556,26.2222222222222,6.88790277777778,NA,NA,NA
"124","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-22,4.85710755813953,7.05418604651163,7.85229651162791,-62.3604651162791,79.296511627907,23.546511627907,6.98758720930233,NA,NA,NA
"125","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-23,13.1740138888889,18.9102638888889,20.7016388888889,-61.9666666666667,81.1861111111111,23.3458333333333,16.4507222222222,NA,NA,NA
"126","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-24,5.34465277777778,7.737375,8.61343055555556,-63.5680555555556,82.3583333333333,25.0416666666667,7.63177777777778,NA,NA,NA
"127","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-25,9.39936111111111,13.1385694444444,14.2839027777778,-65.1444444444444,81.3805555555556,17.4902777777778,12.2212638888889,NA,NA,NA
"128","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-26,5.81177777777778,8.09183333333333,8.63615277777778,-66.2069444444444,79.0680555555556,17.3333333333333,7.591875,NA,NA,NA
"129","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-27,15.5504027777778,21.6440555555556,23.2260277777778,-73.9777777777778,80.7097222222222,18.5222222222222,20.7886805555556,NA,NA,NA
"130","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-28,23.8154583333333,34.2906111111111,37.1244861111111,-69.6375,81.4375,20.5625,27.9467777777778,NA,NA,NA
"131","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-29,11.2266785714286,15.970625,17.4000535714286,-63.5214285714286,81.9482142857143,24.4392857142857,15.3432857142857,NA,NA,NA
"132","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-30,12.2926805555556,16.9646111111111,18.2029583333333,-58.2333333333333,79.9430555555556,26.3944444444444,16.1599027777778,NA,NA,NA
"133","27th-Stanton","inside","A",-122.63826,45.543336,2020-10-31,11.1731527777778,16.7533611111111,18.6677361111111,-59.2416666666667,81.7041666666667,23.3833333333333,15.5161805555556,NA,NA,NA
"134","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-01,8.3790264255911,11.4277885952712,12.4001947148818,-60.749652294854,79.9179415855355,22.9374130737135,10.8777051460362,NA,NA,NA
"135","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-02,6.10143055555556,8.65298611111111,9.44384722222222,-59.4472222222222,82.1236111111111,21.3361111111111,8.64908333333333,NA,NA,NA
"136","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-03,24.1207083333333,34.6880138888889,38.0564861111111,-58.6180555555556,82.0694444444444,22.6597222222222,30.6019583333333,NA,NA,NA
"137","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-04,10.1853472222222,15.9165416666667,18.1075555555556,-57.9638888888889,81.1888888888889,32.8888888888889,11.7628194444444,NA,NA,NA
"138","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-05,10.0238194444444,15.46425,17.4745555555556,-56.9763888888889,81.3361111111111,35.2125,12.4271527777778,NA,NA,NA
"139","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-06,2.42201668984701,3.48944367176634,3.85874826147427,-56.9541029207232,81.1641168289291,28.1947148817802,3.48944367176634,NA,NA,NA
"140","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-07,4.10726008344924,5.74431154381085,6.30375521557719,-55.9568845618915,78.7287899860918,24.5090403337969,5.74390820584145,NA,NA,NA
"141","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-08,4.03998611111111,5.79829166666667,6.35980555555556,-57.3763888888889,77.2583333333333,22.6513888888889,5.79826388888889,NA,NA,NA
"142","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-09,15.7855215577191,22.2661891515994,24.2363838664812,-56.4089012517385,78.2892906815021,21.5980528511822,21.2742837273992,NA,NA,NA
"143","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-10,6.067375,8.57830555555556,9.42,-56.8277777777778,77.7291666666667,25.1597222222222,8.504,NA,NA,NA
"144","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-11,8.56258333333333,12.1633888888889,13.1909027777778,-57.7805555555556,78.7,24.4958333333333,10.372625,NA,NA,NA
"145","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-12,14.0728194444444,19.5504305555556,21.0946666666667,-58.1958333333333,78.4694444444444,21.5902777777778,18.9707083333333,NA,NA,NA
"146","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-13,7.91006954102921,11.0560361613352,11.9612934631433,-60.086230876217,78.7955493741307,25.5799721835883,10.3357997218359,NA,NA,NA
"147","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-14,27.3003472222222,43.1913333333333,48.6277083333333,-58.6416666666667,79.2972222222222,25.0458333333333,30.3663055555556,NA,NA,NA
"148","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-15,10.2837638888889,16.2305694444444,18.5636111111111,-56.9402777777778,79.9652777777778,27.5527777777778,14.0026666666667,NA,NA,NA
"149","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-16,14.9040277777778,22.0751805555556,24.5072222222222,-58.4472222222222,80.9680555555556,27.0013888888889,19.3273194444444,NA,NA,NA
"150","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-17,4.27158865248227,6.17895035460993,6.74487943262411,-59.1716312056738,80.909219858156,26.3829787234043,5.55163120567376,NA,NA,NA
"151","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-18,0.853611111111111,1.41236111111111,1.663875,-57.5819444444444,81.5263888888889,26.3416666666667,1.38419444444444,NA,NA,NA
"152","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-19,13.5358888888889,22.8330416666667,28.3406388888889,-57.6958333333333,80.7888888888889,25.4055555555556,17.8762916666667,NA,NA,NA
"153","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-20,5.59392211404729,7.64297635605007,8.32652294853964,-59.9109874826147,79.3240611961057,25.884561891516,7.64297635605007,NA,NA,NA
"154","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-21,8.61529166666667,12.15225,13.3738055555556,-59.6847222222222,79.6611111111111,24.7652777777778,12.0979305555556,NA,NA,NA
"155","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-22,15.678375,22.6989027777778,24.536875,-59.2652777777778,77.3138888888889,23.1375,21.0039166666667,NA,NA,NA
"156","27th-Stanton","inside","A",-122.63826,45.543336,2020-11-23,9.54947222222222,13.5918194444444,14.669625,-59.8027777777778,76.6722222222222,24.7208333333333,13.376875,NA,NA,NA
