"","loc_tag","long","lat","inout","time_group","PM1.0_CF1_ug/m3","PM2.5_CF1_ug/m3","PM10.0_CF1_ug/m3","RSSI_dbm","Temperature_F","Humidity_%","PM2.5_ATM_ug/m3","ADC","Pressure_hpa","IAQ"
"11","3SG",-122.629802,45.421562,"outside","morning",9.65771851851852,16.8047185185185,18.6177703703704,-77.8303703703704,62.6562962962963,66.9933333333333,16.5416925925926,0.0698740740740741,1011.78054814815,NA
"12","3SG",-122.629802,45.421562,"outside","night",11.6972185185185,19.4640185185185,21.351837037037,-77.7422222222222,62.3762962962963,64.7807407407407,18.2977037037037,0.07,1011.41697037037,NA
"13","3SG-Indoors",-122.6302,45.42256,"inside","afternoon",6.4180962962963,10.3899481481481,11.2785259259259,-44.962962962963,82.1822222222222,36.2962962962963,10.1882444444444,0.0214592592592593,1011.52485925926,NA
"14","3SG-Indoors",-122.6302,45.42256,"inside","morning",6.81338518518518,10.5554814814815,11.213637037037,-44.3940740740741,80.0688888888889,36.0703703703704,9.81317777777778,0.0226,1011.84891851852,NA
"15","3SG-Indoors",-122.6302,45.42256,"inside","night",7.64248888888889,12.1263851851852,12.9394814814815,-45.2533333333333,81.9081481481481,35.52,11.6347111111111,0.0213323464100666,1011.46370836417,NA
"16","51st and Lincoln",-122.61,45.50805,"outside","afternoon",4.26151908114116,6.86645424231197,7.95850314931456,-67.9718518518519,78.6066666666667,40.177037037037,6.55332715820674,0.0594736842105263,1013.91466271312,NA
"17","51st and Lincoln",-122.61,45.50805,"outside","morning",4.75995515695067,8.35379297458894,10.4143684603886,-67.4461883408072,62.9499252615845,64.0784753363229,8.2896375186846,0.06,1014.48684603886,NA
"18","51st and Lincoln",-122.61,45.50805,"outside","night",5.57305386949924,9.16194992412747,11.1393323216995,-67.3353566009105,64.0151745068285,60.2405159332322,8.90757587253414,0.06,1014.30704855842,NA
"19","53rd Drive",-122.7474,45.5428,"outside","afternoon",74.0715420560748,117.787102803738,127.945794392523,-53.1775700934579,81.3084112149533,17.5327102803738,83.0113551401869,0.07,866.506261682243,NA
"20","Arnada Neighborhood",-122.6674,45.63834,"outside","afternoon",121.294930555556,222.722708333333,249.267291666667,-59.7916666666667,80.0972222222222,17.9583333333333,150.885694444444,0.04,868.825694444444,NA
"21","Benchview Terrace",-122.8175,45.42035,"outside","afternoon",6.565,10.5700782608696,11.5688608695652,-60.3965217391304,65.6817391304348,49.3321739130435,8.48258260869565,0.02,993.944173913044,NA
"22","Benchview Terrace",-122.8175,45.42035,"outside","morning",6.99126559714795,13.117183600713,15.2750356506239,-57.6595365418895,61.6524064171123,59.4688057040998,10.7507754010695,0.0202673796791444,995.746684491979,NA
"23","Benchview Terrace",-122.8175,45.42035,"outside","night",3.3035,5.01096825396825,5.52325396825397,-58.3063492063492,63.1301587301587,53.4857142857143,5.01096825396825,0.0200793650793651,1000.70246031746,NA
"24","Benson 1",-122.6511,45.52784,"outside","afternoon",8.11106666666667,12.7760481481481,13.8379,-78.5785185185185,85.3814814814815,37.0585185185185,12.5730037037037,0.0288,1014.8224962963,NA
