"","loc_tag","long","lat","inout","time_group","PM1.0_CF1_ug/m3","PM2.5_CF1_ug/m3","PM10.0_CF1_ug/m3","RSSI_dbm","Temperature_F","Humidity_%","PM2.5_ATM_ug/m3","ADC","Pressure_hpa","IAQ"
"25","Benson 1",-122.6511,45.52784,"outside","morning",9.91267234988881,17.2366493699036,19.1505300222387,-77.5596738324685,63.4136397331357,72.9718309859155,16.7137249814678,0.03,1015.4580800593,NA
"26","Benson 1",-122.6511,45.52784,"outside","night",10.8923962962963,17.5985888888889,19.3456,-77.6007407407407,63.9059259259259,69.5251851851852,16.8950666666667,0.03,1014.98665925926,NA
"27","BHP",-122.8164,45.47019,"outside","afternoon",7.9691962962963,12.5080592592593,13.4382555555556,-43.9133333333333,77.8585185185185,45.697037037037,12.2192037037037,0,1010.54962222222,NA
"28","BHP",-122.8164,45.47019,"outside","morning",8.58247037037037,14.1840888888889,15.4778777777778,-42.9562962962963,61.6192592592593,74.1688888888889,14.0113851851852,0,1011.0722,NA
"29","BHP",-122.8164,45.47019,"outside","night",12.8209710896961,19.8210266864344,21.3333395107487,-44.1986656782802,62.4314306893996,70.5144551519644,18.002457375834,0,1010.63249814678,NA
"30","BM HQ",-122.6068,45.51074,"inside","afternoon",1.2550962962963,2.29261481481481,3.03418518518519,-66.6688888888889,82.4222222222222,33.5888888888889,2.29201481481481,0.04,1012.25771851852,NA
"31","BM HQ",-122.6068,45.51074,"inside","morning",1.31043703703704,2.00923703703704,2.24463703703704,-66.6740740740741,81.5207407407407,33.0548148148148,2.00925185185185,0.04,1012.59702222222,NA
"32","BM HQ",-122.6068,45.51074,"inside","night",1.25410334346505,1.88312310030395,2.03435410334346,-65.7272036474164,82.8677811550152,33.0243161094225,1.88313069908815,0.04,1012.49219438117,NA
"33","Bonny Slope",-122.7945,45.53893,"outside","afternoon",8.64523703703704,12.6915703703704,13.5228111111111,-68.0392592592593,74.1748148148148,43.7918518518519,12.4020037037037,0.02,1000.73136296296,NA
"34","Bonny Slope",-122.7945,45.53893,"outside","morning",8.97595555555556,13.9935185185185,15.1544,-67.5740740740741,63.7385185185185,61.4703703703704,13.7933259259259,0.02,1001.10984444444,NA
"35","Bonny Slope",-122.7945,45.53893,"outside","night",12.9911395694135,19.2865924276169,20.6782479584261,-67.5159613956941,65.4209354120267,56.9146250927988,17.3462026726058,0.02,1000.7740311804,NA
"36","Bridge Ave",-122.7712,45.58495,"outside","afternoon",75.1254545454545,102.302929292929,106.54601010101,-61.5858585858586,81.5252525252525,15.8888888888889,69.8188888888889,0.06,864.712222222222,NA
"37","Bridge Ave",-122.7712,45.58495,"outside","night",5.49488888888889,7.2405,7.63111111111111,-51.0777777777778,53.9444444444444,62.5,7.23905555555556,0.07,1025.929,NA
"38","Bridlemile",-122.7168,45.49372,"outside","morning",114.673777777778,170.191444444444,181.877888888889,-59.4444444444444,78.5555555555556,17.6222222222222,115.378111111111,0.0331818181818182,869.459333333333,NA
"39","Bull Mountain Home",-122.8178,45.41655,"outside","afternoon",7.97015465861939,12.2311165597888,13.0239155035836,-75.9289493575208,76.2086167800453,43.5638699924414,12.086190116937,0.05,995.784661144578,NA
"40","Bull Mountain Home",-122.8178,45.41655,"outside","morning",8.59174526550316,13.8124099517267,14.9441032305978,-76.1040118870728,61.2949479940565,68.2704309063893,13.6831711845525,0.05,995.89997030438,NA
"41","Bull Mountain Home",-122.8178,45.41655,"outside","night",9.46263470828688,14.6251579338536,15.6300074321813,-75.6753536857781,62.7311988086374,62.5331347728965,13.8752508361204,0.05,995.629540059347,NA
"42","Burlingame",-122.6884,45.46811,"inside","afternoon",103.9465,160.383333333333,170.336333333333,-62.6333333333333,76.4666666666667,21.6666666666667,109.917,0,868.8295,NA
"43","Burlingame",-122.6884,45.46811,"inside","morning",6.37238095238095,11.3880952380952,12.8252380952381,-51.9047619047619,78.4285714285714,18.3333333333333,11.3880952380952,0,867.615714285714,NA
"44","byuki project",-122.6401,45.49261,"outside","afternoon",9.34806619561175,12.7805875790257,13.6484864261807,-82.5215773809524,75.3697916666667,43.2857142857143,12.4722982521383,0.0596208178438662,1018.19262453532,NA
"45","byuki project",-122.6401,45.49261,"outside","morning",9.65559366754617,14.1374896343762,15.4704711647192,-83.0618867924528,65.6143396226415,57.8075471698113,14.0173501696193,0.06,1018.98463855422,NA
"46","byuki project",-122.6401,45.49261,"outside","night",11.7526224450444,15.9577130736599,17.074535287312,-82.3637770897833,68.4017027863777,52.2941176470588,15.5421596606248,0.06,1018.69049961568,NA
"47","Carpenter Fam",-122.6982,45.57468,"outside","afternoon",9.77027293404094,15.1836542835481,16.5740523123578,-92.8976497346475,73.5238817285823,49.3995451099318,14.6090219863533,0,1014.45901440485,NA
"48","Carpenter Fam",-122.6982,45.57468,"outside","morning",9.7121703089676,16.9177957799548,19.0736473247928,-92.723436322532,62.8168801808591,69.2840994724943,16.4873210248681,0,1014.5344009043,NA
"49","Carpenter Fam",-122.6982,45.57468,"outside","night",12.6034583952452,18.8845542347697,20.6908766716196,-92.8365527488856,64.5274888558692,64.1641901931649,17.4122251114413,0,1014.18209509658,NA
"50","Chase and Angie",-122.8045,45.54093,"inside","afternoon",2.28178888888889,4.26783333333333,4.98916666666667,-58.6011111111111,79.4544444444444,38.5722222222222,4.26795555555556,0.01,1005.27276666667,NA
"51","Chase and Angie",-122.8045,45.54093,"inside","morning",2.1234,3.89046666666667,4.47476666666667,-58.6311111111111,78.7077777777778,38.8344444444444,3.89047777777778,0.01,1005.0972,NA
"52","Chase and Angie",-122.8045,45.54093,"inside","night",3.05762386248736,5.66038422649141,6.66331648129424,-58.4044489383215,80.3124368048534,37.8008088978766,5.66038422649141,0.01,1005.38240647118,NA
"53","ChiliWeeds",-122.6423,45.46894,"inside","afternoon",185.456774193548,305.436935483871,323.776451612903,-57.1935483870968,82.3548387096774,15.8548387096774,203.444032258065,0.05,861.300483870968,NA
"54","ChiliWeeds",-122.6423,45.46894,"inside","night",2.50633333333333,3.42911111111111,3.59755555555556,-64.1333333333333,78.6555555555556,37.7555555555556,3.42911111111111,0.05,1030.41922222222,NA
"55","Clear Hills",-122.7547,45.4815,"outside","afternoon",100.41234375,171.36828125,180.9003125,-49,79.03125,19.875,114.61359375,0.05,868.8215625,NA
"56","Colby",-122.6558,45.46951,"inside","afternoon",17.4785114503817,27.1718702290076,30.107786259542,-59.1450381679389,79.1984732824427,30.5572519083969,19.7025190839695,0.0272519083969466,977.259618320611,NA
"57","Colby",-122.6558,45.46951,"inside","morning",36.9875,65.7402192982456,75.6566228070175,-57.8684210526316,74.280701754386,34.7280701754386,45.3106578947368,0.03,996.705263157895,NA
"58","Colby",-122.6558,45.46951,"inside","night",6.10686111111111,9.03769444444444,9.884,-59.8888888888889,76.4388888888889,37.3611111111111,8.91491666666667,0.03,1029.60061111111,NA
"59","Concordia",-122.628,45.56577,"outside","afternoon",7.88887072808321,12.2744762258544,13.6210809806835,-71.3335809806835,79.4725111441308,40.9992570579495,12.1770913818722,0,1016.51447251114,NA
"60","Concordia",-122.628,45.56577,"outside","morning",9.04044436146378,15.7185660941001,18.1108999253174,-70.3696788648245,62.4615384615385,66.2748319641524,15.4889843166542,0,1016.76131441374,NA
"61","Concordia",-122.628,45.56577,"outside","night",10.407237037037,16.640762962963,18.8388518518519,-69.6237037037037,64.2466666666667,61.0740740740741,16.0389148148148,0,1016.31343703704,NA
"62","Council Crest",-122.7093,45.50018,"outside","afternoon",96.5925945945946,145.041297297297,154.069189189189,-58.2795698924731,81.2795698924731,17.4838709677419,99.1570810810811,0.03,872.326195652174,NA
"63","Council Crest",-122.7093,45.50018,"outside","night",5.824,8.11161111111111,8.65666666666667,-63.3777777777778,56.3666666666667,52.3777777777778,8.11161111111111,0.03,996.816555555556,NA
"64","Delta Court",-122.8486,45.51913,"outside","afternoon",6.03477982043608,9.68056861906798,10.3695040615648,-67.8682634730539,72.2754491017964,47.1377245508982,9.6237964942283,0.02,1012.93043589744,NA
"65","Delta Court",-122.8486,45.51913,"outside","morning",5.62212305025997,9.26413344887348,10.0457365684575,-66.840554592721,61.0441941074523,66.7564991334489,9.26366117850953,0.02,1013.26175043328,NA
"66","Delta Court",-122.8486,45.51913,"outside","night",7.92393861892583,12.5686146632566,13.4802941176471,-67.9309462915601,62.3776641091219,62.8763853367434,12.4144075021313,0.02,1012.96361466326,NA
"67","Division Street",-122.6336,45.50397,"outside","afternoon",96.2446774193548,177.198870967742,198.186935483871,-46.7741935483871,81.1612903225806,20.2258064516129,118.587903225806,0.01,869.412903225806,NA
"68","Eastmoreland",-122.6242,45.47724,"outside","afternoon",86.5886111111111,145.159166666667,155.801388888889,-51.1111111111111,71.4444444444444,17.8333333333333,97.7238888888889,0,874.278333333333,NA
"69","Edgewood Outside",-122.6994,45.5043,"outside","afternoon",7.53512962962963,11.5651481481481,12.4084185185185,-83.6,72.5940740740741,49.497037037037,11.2968518518519,0.01,997.583807407407,NA
"70","Edgewood Outside",-122.6994,45.5043,"outside","morning",7.09461851851852,11.7796555555556,12.9136444444444,-82.5333333333333,65.2192592592593,61.0792592592593,11.7773,0.01,997.64157037037,NA
"71","Edgewood Outside",-122.6994,45.5043,"outside","night",7.56526666666667,11.7970407407407,12.7332481481481,-82.7814814814815,67.8933333333333,56.4155555555556,11.6491814814815,0.01,997.402711111111,NA
"72","Elm",-122.7793,45.48272,"inside","afternoon",5.95476234003656,9.51075868372943,10.4141224862888,-63.2586837294333,81.8884826325411,36.2687385740402,9.47792504570384,0.02,1012.37524680073,NA
"73","Elm",-122.7793,45.48272,"inside","morning",3.53882407407407,5.65907407407407,6.12163888888889,-62.6148148148148,80.2962962962963,34.537962962963,5.65913888888889,0.02,1012.40825925926,NA
"74","Elm",-122.7793,45.48272,"inside","night",5.91901625320787,9.37622754491018,10.1507613344739,-62.650128314799,83.4379811804962,33.1941830624465,9.34544910179641,0.02,1012.32896492729,NA
"75","Forest Hills",-122.7201,45.41251,"inside","afternoon",6.48314470493129,9.15097817299919,9.57669361358125,-69.3702506063056,88.949070331447,28.9296685529507,9.1509135004042,0.0715972812234495,1003.4835229202,NA
